fips,age_adjusted_ir,lower_95_ci_for_ir,upper_95_ci_for_ir,avg_annual_incidences,recent_trend,recent_5-year_ir-trend,lower_95_ci_for_ir-trend,upper_95_ci_for_ir-trend
20189,* ,*, *,3 or fewer,*,*,*,*
20191,* ,*, *,3 or fewer,*,*,*,*
20193,* ,*, *,3 or fewer,*,*,*,*
20195,* ,*, *,3 or fewer,*,*,*,*
20197,* ,*, *,3 or fewer,*,*,*,*
20199,* ,*, *,3 or fewer,*,*,*,*
20201,* ,*, *,3 or fewer,*,*,*,*
20203,* ,*, *,3 or fewer,*,*,*,*
20205,* ,*, *,3 or fewer,*,*,*,*
20207,* ,*, *,3 or fewer,*,*,*,*
20209,* ,*, *,3 or fewer,*,*,*,*
21000,517.8 ,515, 520.6,27645,stable,-1.0 ,-1.9, 0.0
00000,448.6 ,448.3, 448.9,1703249,falling,-0.9 ,-1.1, -0.7
21197,631.5 ,572.8, 694.7,91,stable,0.7 ,-0.6, 2.0
21071,622.7 ,590.1, 656.8,295,stable,0.1 ,-0.4, 0.6
21217,610.9 ,571.5, 652.4,194,rising,1.2 ,0.5, 2.0
21127,603.7 ,554.9, 655.8,122,rising,1.0 ,0.3, 1.7
21023,600.5 ,534.5, 672.9,64,stable,0.9 ,-0.9, 2.7
21193,596.3 ,558.8, 635.7,202,stable,0.5 ,-0.4, 1.3
21171,592.7 ,535.5, 654.9,85,rising,2.1 ,0.9, 3.2
21201,589.7 ,466.1, 738.8,18,stable,1.4 ,-1.3, 4.1
21181,586.9 ,516.9, 664.3,54,stable,1.2 ,-0.4, 2.8
21025,578.5 ,526.4, 634.6,98,rising,1.4 ,0.2, 2.7
21043,575 ,539, 612.9,203,stable,0.2 ,-0.5, 0.8
21121,572.9 ,539.2, 608.4,225,stable,0.3 ,-0.4, 1.0
21135,572.4 ,522.4, 626.2,103,rising,1.1 ,0.2, 1.9
21069,570.4 ,521.7, 622.7,108,stable,0.4 ,-0.7, 1.4
21011,568.7 ,515.2, 626.4,88,stable,0.5 ,-0.3, 1.2
21099,568.1 ,524.2, 615,132,stable,1.0 ,-0.1, 2.0
21207,567.5 ,524.2, 613.8,138,stable,0.4 ,-0.6, 1.4
21115,565.1 ,526.2, 606.2,168,stable,0.7 ,0.0, 1.4
21155,563.9 ,520.4, 610.3,131,rising,1.0 ,0.2, 1.8
21081,561.9 ,521.1, 605.1,149,stable,0.7 ,0.0, 1.3
21129,561.9 ,493.1, 638.4,52,stable,0.5 ,-1.3, 2.2
21065,561 ,512.4, 613.2,106,stable,0.4 ,-0.7, 1.6
21149,560.2 ,501.9, 624,71,stable,0.7 ,-0.2, 1.5
21189,559.5 ,475.8, 654.8,35,stable,0.0 ,-2.0, 2.0
21031,559 ,507.4, 614.6,92,stable,0.5 ,-0.6, 1.6
21195,558 ,534.1, 582.7,443,stable,0.3 ,-0.1, 0.7
21051,555.6 ,513.3, 600.5,135,stable,-1.7 ,-4.0, 0.7
21133,554.3 ,516.1, 594.9,170,stable,0.0 ,-0.8, 0.9
21137,554 ,517.3, 592.9,178,stable,0.5 ,0.0, 0.9
21223,553.7 ,491, 622.7,60,stable,1.4 ,-0.2, 3.1
21085,552.9 ,516.5, 591.2,184,stable,0.7 ,-0.2, 1.6
21095,552.4 ,517, 589.7,197,stable,0.6 ,-0.3, 1.5
21167,550.7 ,511.9, 591.9,161,stable,0.5 ,-0.4, 1.3
21009,550.5 ,522.6, 579.7,305,rising,0.7 ,0.2, 1.3
21141,548.4 ,513.3, 585.4,193,stable,0.2 ,-0.6, 1.0
21029,546.5 ,524.8, 568.9,510,stable,0.2 ,-0.3, 0.7
21235,545.4 ,513.8, 578.6,233,stable,0.5 ,-0.1, 1.0
21173,543.5 ,507.8, 581.2,179,stable,0.5 ,-0.3, 1.2
21049,539.3 ,508.7, 571.3,246,stable,0.2 ,-0.6, 1.0
21097,537.9 ,495.9, 582.8,130,stable,-0.1 ,-0.8, 0.7
21019,537.8 ,512.1, 564.6,350,stable,-0.5 ,-0.9, 0.0
21191,537.5 ,488.8, 589.9,96,stable,0.3 ,-0.5, 1.1
21203,535.7 ,491.3, 583.2,116,stable,0.5 ,-0.2, 1.2
21199,535.6 ,513.1, 558.8,457,stable,-0.2 ,-0.6, 0.2
21041,534.7 ,478, 596.5,69,falling,-10.4 ,-17.5, -2.8
21059,533.8 ,515.3, 552.8,663,stable,0.3 ,-0.2, 0.8
21139,532.9 ,477, 594.3,74,stable,0.1 ,-1.1, 1.4
21185,532.7 ,507.5, 558.7,370,falling,-0.5 ,-0.9, -0.1
21159,532.6 ,478.9, 591,76,stable,0.6 ,-0.5, 1.7
21005,530.8 ,491.4, 572.7,141,stable,-0.7 ,-1.7, 0.4
21089,528.9 ,499.9, 559.3,267,stable,0.0 ,-0.6, 0.6
21157,527.9 ,497.1, 560.2,241,stable,0.1 ,-0.7, 0.8
21125,527 ,503.2, 551.8,385,stable,-6.3 ,-12.6, 0.5
21075,526.2 ,455.6, 605.4,44,stable,0.3 ,-0.7, 1.2
21077,524.9 ,459.7, 597,52,stable,0.5 ,-1.3, 2.3
21093,524.6 ,505.8, 543.9,616,stable,-0.4 ,-0.7, 0.0
21103,524.5 ,479.5, 572.9,106,stable,-0.2 ,-1.1, 0.8
21001,524.1 ,482.7, 568.3,128,stable,0.6 ,-0.3, 1.5
21079,523.4 ,480.7, 569.1,120,stable,-1.1 ,-2.3, 0.1
21179,521.6 ,493.6, 550.8,277,stable,-0.5 ,-1.2, 0.2
21169,521.4 ,466.3, 581.7,70,stable,0.7 ,-0.1, 1.5
21131,519 ,464.8, 578.2,71,stable,0.4 ,-0.8, 1.6
21187,518.8 ,464.5, 578.1,73,stable,0.3 ,-0.7, 1.2
21237,518.5 ,454.4, 589.7,51,stable,-1.2 ,-2.4, 0.1
21037,518.4 ,498.9, 538.4,565,stable,-0.2 ,-0.7, 0.3
21055,517.9 ,461.8, 579.5,67,stable,0.2 ,-0.9, 1.3
21111,517.7 ,511, 524.6,4731,falling,-0.4 ,-0.6, -0.2
21215,516.2 ,472, 563.6,111,stable,0.0 ,-0.9, 0.8
21153,516 ,465.7, 570.5,82,stable,-0.5 ,-1.6, 0.6
21117,513.8 ,498.9, 529.2,942,stable,1.3 ,-0.4, 3.0
21017,513.3 ,474.8, 554.3,138,stable,-0.7 ,-1.5, 0.2
21123,513.3 ,466.5, 563.8,94,stable,0.4 ,-0.5, 1.3
21087,513.2 ,461.7, 569.4,80,rising,1.5 ,0.6, 2.4
21211,512.7 ,485.4, 541.1,281,stable,0.1 ,-0.5, 0.7
21021,511.3 ,479, 545.4,199,stable,0.1 ,-0.6, 0.9
21053,511.1 ,457.7, 569.5,72,stable,0.8 ,-0.7, 2.4
21147,509.9 ,466.5, 556.5,107,stable,-0.4 ,-1.6, 0.8
21073,507.1 ,481.9, 533.3,324,falling,-0.7 ,-1.2, -0.2
21039,506.9 ,430.8, 593.7,35,stable,0.3 ,-1.4, 1.9
21229,505.9 ,455.8, 560.3,79,stable,1.2 ,0.0, 2.4
21163,505.3 ,470.2, 542.4,163,stable,0.2 ,-0.7, 1.1
21119,504.9 ,460.3, 552.9,103,stable,0.3 ,-0.6, 1.2
21109,503.8 ,455.4, 556.3,85,stable,0.3 ,-0.9, 1.5
21057,503.6 ,439.4, 575.5,50,stable,0.0 ,-1.3, 1.4
21205,502.2 ,462.5, 544.4,125,stable,0.1 ,-0.8, 1.0
21145,501.8 ,480.4, 524,449,stable,-0.4 ,-0.7, 0.0
21113,500.2 ,474.3, 527.1,293,stable,-0.3 ,-0.8, 0.2
21027,499.4 ,461.2, 540.1,137,stable,0.4 ,-0.5, 1.3
21161,498.5 ,456.6, 543.4,111,falling,-3.2 ,-5.6, -0.7
21061,498.1 ,450.4, 550,87,stable,-4.3 ,-9.8, 1.5
21177,497.5 ,467.1, 529.5,211,stable,-0.4 ,-0.9, 0.2
21183,497.1 ,461.4, 534.9,152,stable,-3.4 ,-6.8, 0.2
21175,496.9 ,448.4, 549.6,81,stable,1.2 ,-0.1, 2.5
21219,496.4 ,445.7, 551.5,73,stable,0.5 ,-0.6, 1.7
21151,493.8 ,473.4, 514.9,461,falling,-0.7 ,-1.2, -0.2
21209,493 ,465.8, 521.3,262,stable,-0.2 ,-0.9, 0.4
21107,492.7 ,467.2, 519.3,297,stable,-0.6 ,-1.3, 0.1
21003,492.6 ,454.5, 533.2,131,stable,0.1 ,-0.6, 0.8
21233,492.3 ,444.9, 543.7,84,stable,-0.1 ,-1.2, 1.0
21033,492.2 ,444.9, 543.5,88,falling,-0.6 ,-1.2, -0.1
21213,492 ,450.9, 536,111,falling,-2.1 ,-3.4, -0.8
21239,490.3 ,456.2, 526.4,166,falling,-1.1 ,-1.9, -0.3
21165,486.8 ,420.4, 561.6,43,stable,-0.4 ,-1.7, 0.9
21083,484.9 ,456.8, 514.5,235,stable,-0.1 ,-1.0, 0.8
21225,484.1 ,437.8, 534.2,86,stable,-0.4 ,-1.4, 0.6
21015,481.5 ,464.7, 498.8,655,stable,-0.3 ,-0.7, 0.0
21067,480.3 ,469.5, 491.3,1572,falling,-0.9 ,-1.2, -0.6
21227,479.9 ,462.6, 497.6,609,stable,-0.5 ,-1.1, 0.0
21221,478.2 ,435.7, 524.1,104,stable,-0.6 ,-1.5, 0.3
21101,477.7 ,452.2, 504.3,280,stable,-0.6 ,-1.3, 0.1
21035,477.1 ,448.1, 507.6,216,stable,-0.3 ,-1.3, 0.7
21013,474 ,442, 507.9,173,falling,-7.4 ,-14.0, -0.2
21047,472.4 ,448.7, 497.1,309,stable,-0.5 ,-0.9, 0.0
21045,472.2 ,430.8, 516.8,102,stable,-0.5 ,-1.5, 0.6
21143,471.8 ,418.6, 531.1,64,stable,0.7 ,-0.7, 2.0
21231,465.5 ,429.3, 504.1,134,stable,0.0 ,-1.0, 0.9
21007,456.8 ,400.8, 519.3,52,stable,-0.9 ,-2.3, 0.4
21091,456.4 ,400.3, 518.7,50,stable,1.6 ,-0.1, 3.3
21105,423.1 ,354.1, 503.3,31,stable,0.0 ,-1.6, 1.5
21063,381.8 ,328.4, 442.1,38,stable,-0.7 ,-2.1, 0.7
22000,482.4 ,479.7, 485.1,25875,falling,-0.5 ,-0.9, -0.2
00000,448.6 ,448.3, 448.9,1703249,falling,-0.9 ,-1.1, -0.7
25000,457.8 ,455.7, 459.9,38103,stable,-1.6 ,-4.9, 1.8
00000,448.6 ,448.3, 448.9,1703249,falling,-0.9 ,-1.1, -0.7
25019,544.1 ,487.4, 605.9,70,stable,-1.1 ,-2.5, 0.3
25007,496.6 ,456.8, 539.4,131,falling,-0.9 ,-1.7, -0.1
25001,491.5 ,480.6, 502.6,1957,falling,-1.2 ,-1.5, -0.8
25023,490.1 ,482.4, 498,3285,stable,-1.7 ,-7.3, 4.1
25027,476.1 ,469.8, 482.4,4677,stable,-1.5 ,-4.7, 1.9
25021,474.6 ,467.9, 481.2,4147,falling,-1.4 ,-1.9, -0.9
25005,468.1 ,460.8, 475.5,3297,falling,-0.7 ,-1.1, -0.3
25009,464.2 ,458, 470.5,4535,falling,-1.8 ,-2.4, -1.3
25003,442.8 ,428.9, 457.1,872,stable,0.3 ,-1.4, 2.1
25017,441.2 ,436.8, 445.6,8156,stable,-2.7 ,-6.4, 1.1
25013,434.1 ,426.3, 442.1,2494,falling,-0.9 ,-1.2, -0.7
25025,423 ,416.4, 429.8,3202,falling,-2.8 ,-3.2, -2.3
25015,409.9 ,396.5, 423.6,784,falling,-1.4 ,-1.7, -1.0
25011,401.5 ,383.5, 420.2,425,falling,-1.0 ,-1.5, -0.4
24000,452.5 ,450.2, 454.8,31791,falling,-0.6 ,-0.8, -0.3
00000,448.6 ,448.3, 448.9,1703249,falling,-0.9 ,-1.1, -0.7
24045,529.4 ,510.4, 549,622,stable,0.2 ,-0.6, 1.0
24015,525.1 ,506.3, 544.3,638,stable,0.6 ,-0.1, 1.3
24025,514.8 ,503.3, 526.6,1587,stable,0.1 ,-0.3, 0.5
24001,509.5 ,489.2, 530.4,509,stable,0.2 ,-0.4, 0.9
24047,501.5 ,478.7, 525.3,443,stable,0.4 ,-0.4, 1.2
24039,499.4 ,463.8, 537.1,155,stable,-0.5 ,-1.3, 0.4
24019,493.2 ,463.6, 524.3,230,stable,0.4 ,-0.5, 1.3
24005,491.8 ,485.5, 498,5089,stable,0.1 ,-0.3, 0.5
24510,487.5 ,479.9, 495.2,3279,falling,-0.5 ,-0.9, -0.1
24013,486.8 ,473.1, 500.8,1029,stable,-0.2 ,-0.5, 0.1
24035,482.6 ,458, 508.2,315,stable,-0.5 ,-1.4, 0.4
24043,478 ,463.8, 492.5,899,stable,-0.2 ,-0.6, 0.2
24011,476.2 ,445.9, 508.2,194,stable,-0.4 ,-1.1, 0.3
24029,467.4 ,431.5, 506,154,stable,-0.2 ,-1.2, 0.7
24003,461.4 ,453.8, 469,2996,falling,-0.7 ,-1.1, -0.3
24041,457.5 ,432.2, 484.1,301,stable,-0.4 ,-1.0, 0.2
24037,456.8 ,439.4, 474.7,548,stable,-0.3 ,-1.0, 0.5
24021,448.5 ,437.2, 459.9,1274,falling,-1.7 ,-2.4, -1.0
24009,445.8 ,427.5, 464.8,479,falling,-0.9 ,-1.5, -0.3
24017,443.5 ,428.8, 458.6,734,stable,-0.6 ,-1.2, 0.0
24023,433.9 ,405.4, 464.1,190,stable,-0.2 ,-1.0, 0.6
24033,406.4 ,400.5, 412.3,3928,falling,-0.5 ,-1.0, -0.1
24027,402.9 ,393.2, 412.8,1394,falling,-1.2 ,-1.6, -0.7
24031,380.6 ,375.6, 385.7,4596,falling,-1.2 ,-1.5, -0.8
23000,476 ,471.4, 480.6,8998,stable,-0.4 ,-0.9, 0.1
00000,448.6 ,448.3, 448.9,1703249,falling,-0.9 ,-1.1, -0.7
23021,523.7 ,483.4, 567.1,151,stable,-0.2 ,-1.1, 0.8
23019,520.1 ,505.5, 535.1,1040,stable,0.6 ,-0.4, 1.7
23029,504.7 ,475.6, 535.3,258,falling,-1.6 ,-2.2, -0.9
23009,501 ,478.8, 524.1,437,falling,-1.1 ,-1.8, -0.4
23031,487.8 ,475.9, 499.9,1399,falling,-0.8 ,-1.2, -0.5
23013,486.1 ,460.4, 513,311,stable,-0.5 ,-1.1, 0.2
23025,477.5 ,454.4, 501.6,351,falling,-0.9 ,-1.8, -0.1
23027,474.9 ,448.8, 502.4,278,falling,-1.0 ,-1.6, -0.3
23001,474.4 ,457.7, 491.5,651,falling,-1.2 ,-1.7, -0.7
23003,470.1 ,450.6, 490.3,502,falling,-0.8 ,-1.3, -0.4
23017,463.2 ,442.2, 485.1,406,stable,-0.7 ,-1.6, 0.1
23007,462.8 ,432.8, 494.6,201,stable,-1.5 ,-6.3, 3.5
23011,459.9 ,445, 475.3,781,falling,-1.1 ,-1.6, -0.5
23005,455.5 ,445.6, 465.5,1741,falling,-1.2 ,-1.5, -0.8
23015,447.2 ,420.9, 474.8,264,stable,-0.6 ,-1.6, 0.3
23023,430.3 ,404.5, 457.6,227,falling,-1.5 ,-2.5, -0.4
26000,448.8 ,447.1, 450.5,55623,falling,-1.1 ,-1.3, -0.9
00000,448.6 ,448.3, 448.9,1703249,falling,-0.9 ,-1.1, -0.7
26079,526.6 ,485.2, 571,131,stable,-0.1 ,-1.4, 1.1
26143,525.5 ,491.4, 561.9,245,stable,-0.8 ,-1.8, 0.1
26135,507.6 ,449.2, 572.4,72,rising,1.7 ,0.1, 3.3
26129,500.9 ,465.8, 538.3,180,stable,0.4 ,-0.8, 1.6
26165,499.4 ,469.1, 531.2,221,stable,-0.6 ,-1.3, 0.2
26163,495.5 ,491.1, 499.9,10222,falling,-1.3 ,-1.7, -1.0
26099,495 ,489, 501.1,5410,falling,-0.6 ,-0.8, -0.3
26055,483.2 ,465.5, 501.5,608,falling,-1.0 ,-1.6, -0.5
26035,480.1 ,450.4, 511.4,227,stable,-0.5 ,-1.2, 0.2
26019,480.1 ,441.4, 521.7,137,stable,-0.4 ,-1.2, 0.3
26017,480 ,463.5, 496.9,699,stable,-0.3 ,-1.0, 0.4
26113,479.9 ,437.4, 525.8,104,stable,0.3 ,-0.8, 1.4
26125,479.4 ,474.4, 484.4,7459,falling,-0.9 ,-1.2, -0.6
26147,468.7 ,455.3, 482.4,1002,falling,-1.0 ,-1.6, -0.4
26151,467.5 ,442.1, 494.2,281,stable,4.2 ,-0.2, 8.7
26087,467 ,448.8, 485.8,544,stable,-0.6 ,-1.3, 0.1
26157,466.6 ,444.1, 490.1,353,stable,-0.8 ,-1.5, 0.0
26011,466.3 ,425.7, 510.4,114,stable,-1.3 ,-2.7, 0.1
26041,466.2 ,440, 493.7,269,stable,-0.1 ,-1.3, 1.1
26063,465.4 ,437.1, 495.3,240,stable,-0.9 ,-1.8, 0.0
26051,464.6 ,434, 497.2,203,falling,-0.9 ,-1.6, -0.1
26039,462.1 ,420.9, 506.9,108,stable,-0.3 ,-1.6, 1.1
26119,462 ,410, 519.9,81,falling,-1.7 ,-2.8, -0.6
26155,460.6 ,440.2, 481.7,414,stable,-1.0 ,-2.0, 0.0
26049,460.1 ,451.6, 468.6,2385,falling,-1.4 ,-1.9, -0.9
26007,459.4 ,430.5, 490.1,210,falling,-1.0 ,-1.6, -0.3
26145,458.3 ,446.3, 470.6,1187,falling,-1.0 ,-1.4, -0.5
26089,457.3 ,422, 495,172,stable,9.8 ,-1.0, 21.9
26021,457 ,443.7, 470.5,970,falling,-1.5 ,-2.0, -0.9
26133,455.9 ,422.6, 491.3,153,falling,-2.1 ,-3.5, -0.6
26159,453.9 ,434.4, 474.1,442,falling,-0.8 ,-1.5, -0.1
26045,451.6 ,435.5, 468.1,642,falling,-1.0 ,-1.6, -0.4
26109,448.7 ,417.1, 482.5,170,stable,1.3 ,-1.7, 4.4
26075,448.6 ,435.2, 462.2,915,stable,-0.9 ,-1.9, 0.0
26057,443.3 ,417.2, 470.6,226,stable,3.1 ,0.0, 6.2
26137,441.2 ,408.9, 475.6,152,falling,-1.3 ,-2.3, -0.3
26121,441 ,428.2, 454.2,950,falling,-1.6 ,-2.2, -1.1
26161,440.7 ,431, 450.6,1654,falling,-1.4 ,-2.1, -0.6
26001,439.5 ,391, 493.8,95,falling,-1.7 ,-3.1, -0.3
26123,439.1 ,415.5, 463.8,285,stable,-0.4 ,-1.0, 0.2
26067,438.3 ,416.5, 461,318,stable,-0.3 ,-0.9, 0.3
26107,436.3 ,410.3, 463.6,235,stable,-0.6 ,-1.8, 0.6
26101,435.9 ,405.5, 468.4,177,falling,-1.4 ,-2.5, -0.3
26059,432 ,408.1, 457,267,stable,-0.7 ,-1.6, 0.3
26065,431.8 ,420.9, 443,1262,falling,-1.2 ,-1.7, -0.7
26069,431.1 ,401.9, 462.3,201,falling,-1.3 ,-2.2, -0.3
26093,431 ,418.8, 443.5,1028,falling,-0.8 ,-1.5, -0.1
26009,430.2 ,399.4, 463.2,173,falling,-1.2 ,-2.2, -0.2
26027,429.9 ,408, 452.9,318,stable,0.2 ,-1.1, 1.4
26025,428.6 ,414.4, 443.1,734,stable,4.7 ,-2.3, 12.2
26111,424.8 ,407.1, 443.1,463,stable,4.7 ,-1.0, 10.8
26117,423.7 ,403.3, 444.9,343,stable,4.1 ,-2.4, 11.0
26043,423.3 ,392.7, 456,161,stable,-0.5 ,-1.9, 0.9
26077,421.3 ,410.5, 432.4,1203,falling,-1.4 ,-2.1, -0.6
26037,420.8 ,402, 440.2,402,stable,0.5 ,-1.1, 2.1
26085,420.3 ,379, 465.9,92,stable,-0.7 ,-2.1, 0.7
26005,418 ,402.6, 434,590,stable,0.3 ,-0.3, 1.0
26047,417.9 ,391.1, 446.3,204,falling,-1.8 ,-3.2, -0.4
26141,417.6 ,377.2, 462.1,103,falling,-2.2 ,-3.2, -1.2
26031,417.2 ,387.7, 448.8,180,stable,-0.8 ,-2.6, 1.0
26095,417.2 ,359.5, 482.9,40,stable,-1.4 ,-3.5, 0.7
26091,415.1 ,399, 431.6,540,stable,-0.9 ,-1.9, 0.1
26081,415 ,408, 422.1,2822,falling,-1.2 ,-1.8, -0.6
26029,410.9 ,380.9, 442.8,166,stable,-10.7 ,-22.8, 3.4
26127,407.8 ,377.9, 439.7,153,falling,-1.3 ,-2.5, -0.1
26033,407.2 ,381.6, 434.3,197,stable,-1.0 ,-2.0, 0.0
26153,405.1 ,355.6, 460.9,57,falling,-1.7 ,-3.1, -0.3
26149,402.3 ,381.8, 423.6,311,falling,-1.1 ,-1.8, -0.5
26023,400.1 ,376.4, 425,224,falling,-1.2 ,-2.3, -0.1
26073,399.8 ,377.7, 422.9,260,falling,-1.3 ,-2.2, -0.4
26103,398.6 ,379.2, 418.8,350,falling,-1.4 ,-2.2, -0.7
26071,397.9 ,356.2, 444.3,86,stable,-1.3 ,-3.0, 0.4
26015,396.2 ,376.1, 417.2,317,stable,-0.7 ,-2.2, 0.7
26115,396 ,383.1, 409.1,775,stable,-0.7 ,-2.0, 0.6
26003,394 ,348.9, 444.6,62,falling,-1.9 ,-3.7, -0.2
26139,389.6 ,379.6, 399.8,1206,falling,-1.3 ,-1.9, -0.8
26131,384.6 ,331.7, 447.4,52,stable,-1.0 ,-2.8, 0.7
26053,383.5 ,347.5, 422.8,98,stable,0.1 ,-2.2, 2.4
26013,379 ,330.6, 433.4,48,stable,-1.4 ,-2.8, 0.0
26105,378 ,351.2, 406.6,168,falling,-1.4 ,-2.7, -0.1
26097,376.4 ,334.4, 423.1,72,falling,-1.5 ,-2.9, -0.1
26061,365.9 ,339.4, 394,155,falling,-2.0 ,-3.2, -0.8
26083,330.7 ,249.8, 438.3,15,stable,-1.2 ,-4.8, 2.6
27000,469.5 ,467.1, 472,30506,stable,-0.2 ,-0.5, 0.0
00000,448.6 ,448.3, 448.9,1703249,falling,-0.9 ,-1.1, -0.7
27001,* ,*, *,3 or fewer,*,*,*,*
27003,* ,*, *,3 or fewer,*,*,*,*
27005,* ,*, *,3 or fewer,*,*,*,*
27007,* ,*, *,3 or fewer,*,*,*,*
27009,* ,*, *,3 or fewer,*,*,*,*
27011,* ,*, *,3 or fewer,*,*,*,*
27013,* ,*, *,3 or fewer,*,*,*,*
27015,* ,*, *,3 or fewer,*,*,*,*
27017,* ,*, *,3 or fewer,*,*,*,*
27019,* ,*, *,3 or fewer,*,*,*,*
27021,* ,*, *,3 or fewer,*,*,*,*
27023,* ,*, *,3 or fewer,*,*,*,*
27025,* ,*, *,3 or fewer,*,*,*,*
27027,* ,*, *,3 or fewer,*,*,*,*
27029,* ,*, *,3 or fewer,*,*,*,*
27031,* ,*, *,3 or fewer,*,*,*,*
27033,* ,*, *,3 or fewer,*,*,*,*
27035,* ,*, *,3 or fewer,*,*,*,*
27037,* ,*, *,3 or fewer,*,*,*,*
27039,* ,*, *,3 or fewer,*,*,*,*
27041,* ,*, *,3 or fewer,*,*,*,*
27043,* ,*, *,3 or fewer,*,*,*,*
27045,* ,*, *,3 or fewer,*,*,*,*
27047,* ,*, *,3 or fewer,*,*,*,*
27049,* ,*, *,3 or fewer,*,*,*,*
27051,* ,*, *,3 or fewer,*,*,*,*
27053,* ,*, *,3 or fewer,*,*,*,*
27055,* ,*, *,3 or fewer,*,*,*,*
27057,* ,*, *,3 or fewer,*,*,*,*
27059,* ,*, *,3 or fewer,*,*,*,*
27061,* ,*, *,3 or fewer,*,*,*,*
27063,* ,*, *,3 or fewer,*,*,*,*
27065,* ,*, *,3 or fewer,*,*,*,*
27067,* ,*, *,3 or fewer,*,*,*,*
27069,* ,*, *,3 or fewer,*,*,*,*
27071,* ,*, *,3 or fewer,*,*,*,*
27073,* ,*, *,3 or fewer,*,*,*,*
27075,* ,*, *,3 or fewer,*,*,*,*
27077,* ,*, *,3 or fewer,*,*,*,*
27079,* ,*, *,3 or fewer,*,*,*,*
27081,* ,*, *,3 or fewer,*,*,*,*
27083,* ,*, *,3 or fewer,*,*,*,*
27087,* ,*, *,3 or fewer,*,*,*,*
27089,* ,*, *,3 or fewer,*,*,*,*
27091,* ,*, *,3 or fewer,*,*,*,*
27085,* ,*, *,3 or fewer,*,*,*,*
27093,* ,*, *,3 or fewer,*,*,*,*
27095,* ,*, *,3 or fewer,*,*,*,*
27097,* ,*, *,3 or fewer,*,*,*,*
27099,* ,*, *,3 or fewer,*,*,*,*
27101,* ,*, *,3 or fewer,*,*,*,*
27103,* ,*, *,3 or fewer,*,*,*,*
27105,* ,*, *,3 or fewer,*,*,*,*
27107,* ,*, *,3 or fewer,*,*,*,*
27109,* ,*, *,3 or fewer,*,*,*,*
27111,* ,*, *,3 or fewer,*,*,*,*
27113,* ,*, *,3 or fewer,*,*,*,*
27115,* ,*, *,3 or fewer,*,*,*,*
27117,* ,*, *,3 or fewer,*,*,*,*
27119,* ,*, *,3 or fewer,*,*,*,*
27121,* ,*, *,3 or fewer,*,*,*,*
27123,* ,*, *,3 or fewer,*,*,*,*
27125,* ,*, *,3 or fewer,*,*,*,*
27127,* ,*, *,3 or fewer,*,*,*,*
27129,* ,*, *,3 or fewer,*,*,*,*
27131,* ,*, *,3 or fewer,*,*,*,*
27133,* ,*, *,3 or fewer,*,*,*,*
27135,* ,*, *,3 or fewer,*,*,*,*
27139,* ,*, *,3 or fewer,*,*,*,*
27141,* ,*, *,3 or fewer,*,*,*,*
27143,* ,*, *,3 or fewer,*,*,*,*
27137,* ,*, *,3 or fewer,*,*,*,*
27145,* ,*, *,3 or fewer,*,*,*,*
27147,* ,*, *,3 or fewer,*,*,*,*
27149,* ,*, *,3 or fewer,*,*,*,*
27151,* ,*, *,3 or fewer,*,*,*,*
27153,* ,*, *,3 or fewer,*,*,*,*
27155,* ,*, *,3 or fewer,*,*,*,*
27157,* ,*, *,3 or fewer,*,*,*,*
27159,* ,*, *,3 or fewer,*,*,*,*
27161,* ,*, *,3 or fewer,*,*,*,*
27163,* ,*, *,3 or fewer,*,*,*,*
27165,* ,*, *,3 or fewer,*,*,*,*
27167,* ,*, *,3 or fewer,*,*,*,*
27169,* ,*, *,3 or fewer,*,*,*,*
27171,* ,*, *,3 or fewer,*,*,*,*
27173,* ,*, *,3 or fewer,*,*,*,*
29000,452.3 ,450.1, 454.6,33755,falling,-0.5 ,-0.8, -0.3
00000,448.6 ,448.3, 448.9,1703249,falling,-0.9 ,-1.1, -0.7
29127,557.8 ,522.6, 594.9,200,stable,0.8 ,0.0, 1.7
29133,545.9 ,497.5, 598.1,96,stable,0.8 ,-0.3, 1.9
29139,544.9 ,494.1, 600,92,stable,0.4 ,-0.6, 1.5
29123,526.6 ,476.7, 580.7,87,stable,0.2 ,-1.0, 1.4
29093,522 ,469.7, 579.2,79,stable,0.6 ,-0.6, 1.9
29187,521.2 ,498.9, 544.4,421,stable,-1.2 ,-2.6, 0.3
29055,516.5 ,480.8, 554.4,168,stable,0.3 ,-0.6, 1.2
29205,515.5 ,446.5, 593.1,44,stable,-0.2 ,-1.6, 1.3
29141,503 ,465.6, 542.9,157,stable,-2.0 ,-9.3, 5.8
29201,501.6 ,473.4, 531.2,249,stable,0.2 ,-0.2, 0.7
29207,496.7 ,465.5, 529.6,202,stable,0.5 ,-0.4, 1.5
29083,496.6 ,460.8, 534.6,158,stable,-0.1 ,-1.5, 1.3
29049,491.7 ,453.6, 532.2,132,stable,0.2 ,-0.8, 1.3
29071,490.5 ,473.2, 508.3,644,stable,-0.1 ,-0.6, 0.4
29113,485.8 ,460.5, 512.2,292,stable,-0.6 ,-1.5, 0.4
29097,484.4 ,467.7, 501.5,659,stable,0.6 ,-0.3, 1.5
29007,480.4 ,446.4, 516.5,155,stable,-0.7 ,-1.3, 0.0
29169,477.7 ,446.8, 510.1,185,falling,-1.1 ,-1.8, -0.4
